"ave_sentiment","Score","Title"
-0.175,10,"How is corruption measured?"
0.240535117721182,6,"What are the conditions and benefits of U.S. insular properties like Puerto Rico?"
0,12,"How do independents choose a party to caucus with?"
0,10,"What are the minimum requirements for a system to be called democratic?"
-0.111803398874989,6,"Constitutionality of the Income Tax"
-0.0693375245281536,19,"In the U.S., how can the filibuster be invoked without continued speeches?"
0.29824045403173,11,"In the U.S., why does the majority party in a new Senate session always approve the filibuster rule?"
0.223606797749979,2,"What are the practical differences between a US Senator from a party, and an Independent Senator caucusing with that party?"
0,4,"What are the roles of the two Houses of Parliament in the UK?"
0.173719807243076,8,"To what extent has the idea of ""laboratories of democracy"" worked in the US?"
0,3,"Why does Cuba have two presidents?"
-0.288675134594813,5,"Analyzing Governmental Debt"
0,29,"Has the FairTax ever been implemented anywhere on any scale?"
0.282842712474619,5,"What is the constitutional status of military bases?"
0.166410058867569,14,"Implications of governments borrowing from a central bank rather than issuing money directly"
0.158113883008419,6,"Did any legislation ever introduce something like the Chicago Plan?"
0.241209075662211,2,"What are commonly cited pros and cons of central bank independence?"
0.407040315179981,29,"Why is economic growth considered so essential, even in rich countries?"
-0.245373864405591,12,"Can the Chinese government system be considered a limited form of democracy?"
0,8,"How to explain the E.U. to a 5 year-old"
0.133630620956212,17,"What are the conditions required for a territory to become part of United States?"
-0.414254924964258,20,"What would be required for states to split off and become their own nation?"
0,6,"Why was the Electoral College the system selected by the founding fathers?"
0.0883883476483184,8,"May the United States Congress remove any secretary?"
0.176776695296637,9,"Why do the United States have voting districts?"
-0.0625,12,"Is there any mechanism in USA to prevent someone from voting by mail AND in person?"
-0.144337567297406,2,"Did Plato's The Republic influence any of the 20th century's despotic regimes?"
0.307350428199288,4,"What do the US and Australian governments gain from a marine presence in Darwin?"
0.0790569415042095,11,"Is there a correlation between political system and economic growth?"
0.0883883476483184,42,"Why don't British kings and queens veto laws?"
-0.0753778361444409,4,"Was the war in Iraq legal according to the US law?"
0.25,1,"How does the Social Security Work in United States?"
0.158113883008419,18,"Has a libertarian party ever won a parliamentary election anywhere?"
0.150755672288882,3,"How have greater than two party systems functioned in the past?"
0.195982373975546,5,"Are there any major parties identifying themselves with Rosa Luxemburg's ideas?"
0.306186217847897,10,"Does Anonymous have a coherent ideology?"
0.24088652056409,9,"Are the viable political alternatives in the US (e.g. Democrats and Republicans) considered (far) left and (far) right?"
-0.353553390593274,11,"Does any organisation refer to itself as terrorist?"
0,21,"What exactly formally constitutes recognition of a country?"
0.367065174192899,17,"Is there a link between political system and any of the various quality of life indicators, including environmental impacts?"
0.180906806746658,5,"Do scholars still use Mussolini's taxonomy of the history of capitalism?"
0.375277674973257,8,"How is constitutional monarchy perceived in Commonwealth realms other than United Kingdom?"
0.519615242270663,4,"Do individual Commonwealth countries have to accept the new rules of succession?"
-0.204124145231932,7,"How do anarchist decision models scale?"
0.21380899352994,6,"In European monarchies, do any of the monarchs have the right of legislative initiative?"
-0.145840806208544,14,"What amendment to the U.S. Constitution removed the provision for slaves to count as three fifths of a person?"
0,17,"Has there been a headless state?"
0.0753778361444409,6,"What is the legal role for parties in the U.S.?"
-0.0833333333333333,3,"Why three levels of territorial units in the NUTS?"
-0.287820967080074,8,"What countries have (at some point in history) been able to significantly reduce their country's debt and what policies are generally attributed?"
-0.241209075662211,26,"Are there any negative consequences for a country having no debt?"
0.353553390593274,11,"What is the head-of-state pardon for?"
0.150755672288882,4,"Are there any states that require leaders to respect empirical studies?"
0,2,"Why hasn't the Senate's ""Nuclear Option"" been invoked?"
0.258095610191262,31,"Is there any objective reason why some states can have nuclear weapons but others can't?"
-0.0903696114115064,6,"If all the citizens have same rights why some must pay a higher tax rate?"
0.188982236504614,13,"Why are Sheriffs elected in United States?"
0.120267558860591,4,"Do referendums lead to significantly different decisions than when decisions are taken by parliament?"
0.0577350269189626,9,"Why is the president unable to grant a pardon for State offenses?"
0.0316227766016838,4,"Does the head-of-state pardon violate separation of powers?"
-0.353553390593274,32,"What is the difference between fascism and nazism?"
0,3,"What methodologies of measuring the power of the state are researched today?"
0,11,"What are the differences between the Tea Party and the Republican Party?"
0.361478445646026,13,"Has there ever been a successful application of Liquid Democracy in recent (non-ancient) history?"
0.116666666666667,11,"What are the main advantages and disadvantages of sortition?"
-0.452267016866645,2,"What alternatives have been proposed for prison sentences for violent crimes?"
-0.47729707730092,1,"How is crime addressed according to (radical) pacifism?"
-0.857321409974112,1,"Does radical pacifism reject police violence?"
0,3,"What is the difference between sortition and demarchy?"
0,0,"Do opinion polls constitute a way of indirect demarchy?"
0.133630620956212,4,"What are the advantages and disadvantages of a politically appointed vs. permanent Civil Service?"
0.133333333333333,14,"What is the difference between representative and parliamentary democracy?"
0,3,"Is there any difference between demarchy and stochocracy?"
0.491353814911995,1,"Is the United States Electoral College constitutional?"
-0.0721687836487032,6,"Are there countries considered socialist that do NOT have parliaments and elections?"
0,12,"Does the two-party system influence engagement?"
0,5,"Are there any parliaments with more than two chambers?"
0.481070235442364,4,"What are the main arguments in favour and against general assemblies as legislative bodies?"
0,2,"Where and how has crowdsourcing been implemented in politics?"
-0.0150755672288882,7,"Are there good examples of countries ""incorrectly"" self-identifying as ""socialist""?"
0.138675049056307,8,"Is there any evidence that public transport splitting, corporatisation or privitisation affects quality?"
0,27,"Are there any countries with no elections at all?"
-0.0721687836487032,8,"Are there any proposed systems of running the government like a corporation?"
0.302371578407382,19,"Was Hitler's regime a right-wing regime?"
-0.188982236504614,53,"What form of government does StackExchange resemble?"
-0.0833333333333333,12,"Are worker cooperatives socialist, capitalist, or their own category?"
0.318198051533946,3,"Is there any rational alternative besides the Democracy?"
0.241209075662211,20,"(Why) does the US left promote federal powers over state powers?"
0,14,"What evidence did the Bush administration have that Iraq stored WMD?"
0,2,"Are political parties based on ethnicity democratic?"
0.180906806746658,3,"Which are the symptoms of a decadent Democracy degenerating to Ochlocracy?"
-0.0833333333333333,7,"Can copyright be interpreted as a liberal economic policy?"
0,38,"What is the difference between liberalism and libertarianism?"
0,4,"What policies can reduce or prevent cost overruns on big infrastructure projects?"
0,34,"Why is West Virginia a state?"
-0.0693375245281536,7,"Did the Socialist and the Fascist party share the electoral programme in Italy?"
0.353553390593274,24,"Is there an optimal size of a parliament?"
0.374165738677394,22,"How does DOMA get around the ""Full Faith and Credit"" clause to the Constitution?"
-0.0964646260582434,3,"Does Mcullough v. Maryland mean that charitable donations cannot be taxed?"
0.529150262212918,15,"What special regulations make Freetown Christiania autonomous?"
0.3,16,"How are conflicts between constitutional and treaty obligations resolved?"
0.125,10,"Who first proposed the idea that ""Supreme executive power derives from a mandate from the masses""?"
0,11,"India - States and Union Territories"
0,5,"What is the origin of the Durand Line, and what is the liklihood that it will persist over time?"
0.0353553390593274,12,"Can the Equal Rights Amendment still be ratified?"
0.277350098112615,1,"Does an increase in education cause an increase in the probability of voting?"
0,4,"What factors influence the number of political parties?"
0.226133508433323,2,"Are single-member legislative districts a guarantee for two party systems?"
0.0411326547571871,23,"Has ""none of the above"" ever been added to a ballot? What was the effect?"
0.133630620956212,13,"How is the European integration process similar to the creation of the United States?"
0.226133508433323,7,"What are frequently heard arguments in favour or against term limits?"
-0.775,11,"How does libertarianism challenge a ""property is theft"" counter-argument to a ""tax is theft"" argument?"
0.240535117721182,13,"Are there libertarian views on proper procedure to obtain property that was previously unowned?"
-0.25,14,"Are local currencies unconstitutional?"
-0.144337567297406,10,"What is the legality of using foreign law to decide domestic cases?"
0.193649167310371,7,"What are practical steps citizens can take to alter a first past the post system?"
0.407040315179981,21,"Is there any data on how much gerrymandering influences incumbent advantage?"
-0.300416377715996,3,"Granting Search Warrants after the suspect has been pronounced dead"
0.241209075662211,4,"How to find out whether you're on the left or right?"
0.284604989415154,11,"Why aren't there more representatives in the United States Congress?"
0.268328157299975,16,"Why do governments legislate marriage?"
-0.133630620956212,6,"In US politics, what are the grounds for the Republican opposition to alternative energy?"
-0.0903696114115064,20,"What are the objections to implementing a flat rate income tax in the United States?"
0.14142135623731,1,"How is the word ""populist"" used in practice?"
0,2,"Has declaring an official language ever tangibly benefited a country?"
0.0883883476483184,4,"Should politicians be bound to keep campaign promises?"
0.0753778361444409,5,"Has the Occupy Wall Street movement had significant influence on policy?"
0.360802676581773,26,"Has the Orange Revolution improved the fairness of Ukrainian elections according to independent observers?"
0,13,"In the US, why are corporations people?"
0.387528800773015,2,"In the US, is the ban on coordination between Super PACs and candidates effective?"
0.277350098112615,4,"Are recess appointments that occur during a pro forma session really recess appointments?"
0.188982236504614,2,"Does campaign spending correlate with popular vote?"
-0.0833333333333333,3,"Did any country introduce a tax specifically on meat?"
0.388057000058133,4,"What arguments can be given in favour of financial barriers for participation in elections or electoral debates?"
0.316227766016838,1,"Is the United States primary system detrimental to moderate candidates?"
0.0625,15,"Does any research suggest that two-party systems lead to convergence of platforms, divergence, or otherwise?"
0,2,"Why are voting advice applications not more commonly used?"
0.138675049056307,10,"What does it mean for a candidate to be a ""tea-party"" candidate"
0.408248290463863,1,"Why do developed countries favor democracy?"
0.14142135623731,1,"What is the difference between Democracy and Ochlocracy"
0.0753778361444409,23,"What are the reasons for people to oppose Basic Income Guarantee?"
0.138675049056307,1,"What is the origin of the Presidential signing statement in the United States?"
0,20,"Are there any solid representative district planning strategies that can avoid gerrymandering?"
-0.795495128834866,4,"Is preemptive war illegal or just politically untenable?"
0,3,"How do international rankings influence national policy?"
0.360802676581773,2,"Does a title (university degree or a peerage) increase the chances of being elected?"
-0.347439614486152,18,"What would be the steps necessary for a country to leave the E.U.?"
0.241133697826066,13,"Is it possible to leave EU but remain in Eurozone, legally?"
0,16,"In the U.S., are people with more education more likely to vote liberal?"
0.138675049056307,3,"If robotics starts replacing human workers, what will the less wealthy workers do?"
0,21,"What is the difference between a nation and a state?"
-0.624037720753383,11,"The assault weapon ban recently expired in the USA, what did it ban?"
0.21650635094611,13,"From state's point of view - what makes state's authority over me legal?"
0.192428094176946,4,"What is the purpose of food stamps, WIC, SNAP, and other related federal programs?"
0.103279555898864,9,"What are the main differences between US First Party System and Second/Third Party Systems?"
-0.129099444873581,10,"What are the objections to federally recognized civil unions as opposed to same sex marriages?"
0.512569285782198,1,"Are there proven private elementary educational alternatives to the public model?"
0.227172055625561,4,"Can raising the tax on the wealthy, without cutting spending, balance the federal budget?"
0,10,"Are state laws restricting electors' votes constitutional?"
0.505181485540923,5,"Does lowering the capital gains tax encourage investment and increase economic growth?"
0.0832050294337844,6,"Prohibition on incestual marriage vs same sex marriage - what does the data say?"
0.751860437612632,7,"What legal benefits do married couples enjoy in US, and what is the rationale for those benefits?"
0.225,5,"What’s the Constitutional basis for allowing natural-born U.S. citizens to renounce their citizenship?"
0,3,"How is a political party radicalised, and what are the effects?"
-0.129099444873581,6,"List of countries that includes how much of the workforce is employed by the government"
0,11,"Why does Italy have so many political parties?"
0.0333333333333333,5,"What is the rationale behind having different voting ages?"
0.32659863237109,8,"When is legalization a better alternative?"
0,3,"What socio-economic measurement system may become an alternative to the economic growth percentage?"
0,0,"Where one can find the data on Shorrocks index for the world?"
0,2,"Why do party's candidature requirements exist in some countries?"
0,5,"What is the Overton window?"
0,10,"Why do political bodies often sit in semicircles?"
-0.235747583395722,8,"Why didn't Americans Elect field a candidate in the 2012 U.S. presidential election?"
-0.377964473009227,52,"Do/did non-dictatorial Communist societies exist?"
-0.0115470053837925,17,"Do dog-whistle politics only refer to racist and right-leaning statements?"
1.00254675701435,2,"What will it take for a ""Third Party"" to gain REAL traction at any level in the United States?"
0,6,"Transition from parliamentary to presidential Republic?"
0,15,"Must all democratic countries have a constitution?"
0.133333333333333,6,"Are there polls indicating party preference by major/concentration?"
0.166666666666667,11,"What are Jobbik's views on the Polish-Hungarian friendship?"
-0.200445931434318,15,"Why did Somalia fail as a state, and what keeps it from coming back?"
0.123743686707646,2,"Why did ""third world"" fall out of favor?"
0,33,"Why does the EU keep Turkey out?"
-0.353553390593274,11,"Gun prevalence vs homicide rates - correlation and causation"
0.192428094176946,6,"Is there evidence that the Mercator Projection map leads to real European colonial tendencies?"
0.166666666666667,13,"What is the political significance of FEC fundraising deadlines?"
0.16583123951777,8,"What was the official explanation of the Laotian ""new economic mechanism""?"
-0.0833333333333333,4,"Where can I read about the Princelings in depth?"
0,3,"What are the criteria for avoiding the fiscal cliff?"
0.162178671786061,6,"How is it that a corporation would not derive rights from the people inside it. (speech in particular)"
0,1,"Forming national-agreement government in Nepal?"
0.0904534033733291,7,"Do municipal and state police have to cooperate with federal police?"
0,6,"Are all retroactive laws, ex post facto laws?"
0.267261241912424,6,"What caused a change in Bo Xilai's support for ""elitists"" into support for ""populists""?"
0.25,5,"Is legalization of marijuana legal in the United States?"
0.7823864591291,5,"How to make a democracy more efficient?"
-0.0883883476483184,14,"What are the limits of the second amendment?"
0.316227766016838,3,"Have any municipalities in the US ever used approval voting?"
0.0790569415042095,17,"What legal impediments might there be to alternate voting systems?"
-0.406586399182265,9,"Why is insincere/tactical/strategic voting considered undesirable?"
-0.0316227766016838,3,"How does range voting deal with lack of objective scoring?"
-0.133333333333333,5,"What are the political challenges in defeating organized crime?"
0,6,"Is there a video online that shows the congressional session which confirms the US Presidential Election?"
0.226778683805536,4,"Are there modern examples of plural voting?"
0,5,"What are the reasons against plural voting?"
-0.288675134594813,10,"What legitimizes the Maoists in Nepal, now that the government has expired?"
0.0625,35,"If the US switched to the metric system, what would the net 20-year economic savings be?"
0.0258198889747161,10,"Which party did the US citizens who don't pay federal income taxes vote for in 2012?"
-0.721605353163546,1,"Is it allowed to protest peacefully against the government on certain issues in India?"
0.21650635094611,2,"US Politics, any grass root like campaign fighting the new tax increase"
0.25298221281347,7,"What are the constitutional options for the presidency of Venezuela?"
0.0883883476483184,2,"What exactly was in the 2012 fiscal cliff deal?"
0.120604537831105,21,"Which US states give proportional Presidential electoral college votes to candidates?"
0.626099033699941,7,"Is the PATRIOT ACT constitutional?"
0,37,"Have any of the ""We the People"" petitions ever resulted in policy changes?"
0.277350098112615,8,"How far does in loco parentis extend for schools in the United States?"
-0.333333333333333,5,"Why are US laws written in such convoluted formats?"
0.427617987059879,12,"Does any other country than the USA have a constitutional ""right to bear arms""?"
-0.116666666666667,5,"Do E.U. employees pay tax on their salaries?"
0.150755672288882,5,"Were there any historical states that lacked the concept of marriage?"
0.0801783725737273,0,"What factors helped Silvio Berlusconi become the longest serving PM in post-war Italy?"
0.282842712474619,6,"Would Third Party Candidates in the United States fare better under a proportional representation split of electoral votes?"
-0.38829013735766,27,"Is the abortion debate as divisive outside the US as it is inside?"
0.301511344577764,14,"How would the trillion-dollar coin save the United States' economy?"
0.258198889747161,6,"What are the most known examples of weighed voting that are practiced in democratic countries?"
0.183412104289766,2,"Has a government minted this much money at once before?"
0.435889894354067,23,"Are there any notable Gay Rights groups advocating ""Get the Government out of marriage"" solution to same-sex marriage?"
-0.102062072615966,6,"Hypothetical challenge to the 22nd Amendment"
0.025,21,"What percentage of federal U.S. government employees are considered non-essential during a governmnent shutdown?"
-0.189736659610103,6,"What would the National Debt's minimum payment warning notice read?"
0.0721687836487032,15,"What are the practical effects of having too large a debt load?"
-0.282842712474619,6,"Does depreciation count in scoring a budget proposal?"
0,9,"What exactly do political aides do?"
0.411096095821889,16,"Could the US legally adopt Indonesia's 'religion in schools' setup?"
-0.400891862868637,4,"Is it illegal for a U.S. government to put up a ""Christmas"" tree?"
0,10,"Does any other governmental body have constituencies similar to Seanad Éireann?"
0,9,"Why did Marx believe that mass industrialisation was a prerequisite for the proletarian revolution?"
0,4,"Is there any functional difference between ""Middle East"" and ""Near East""?"
0.395284707521047,10,"Do the Naxalites enjoy popular support among the poor population?"
0,7,"Why did Musharraf quarrel with the Supreme Court?"
0.3125,13,"What is the political/legal distinction between a ""state"" and a ""commonwealth"" in the United States?"
-0.0288675134594813,8,"In the US, is it forbidden to label food as GMO-free?"
-0.144337567297406,4,"Did any large cities in Europe or North America ban outdoor advertising?"
0,10,"Why is France involved in Mali?"
-0.383333333333333,3,"Risks from proliferation of Unmanned Combat Air Vehicles (drones)"
0.241209075662211,6,"What is the difference between a constitutional law and a law"
0,6,"Is setting a ""low bar"" on qualifications for elected office similar around the world?"
-0.25,4,"Does the US republican party have a demographics problem?"
0.154919333848297,9,"In the US, why is there such a long time between the elections and inauguration?"
0.167705098312484,11,"Does the treasury get to decide which parts of the budget to not fund if the debt ceiling is reached?"
-0.212132034355964,25,"What is the oldest law still in force?"
-0.188982236504614,4,"What is Hong Kong's form of government?"
0.110940039245046,5,"Could anyone tell me why the United States has not ratified the CEDAW?"
0.235702260395516,10,"What would it take for the U.S. to ratify the Convention on the Rights of the Child?"
0.0790569415042095,3,"How does the Swiss system for Einbürgerung (naturalisation) work?"
0.0833333333333333,3,"How does the Cuban system for municipal elections work?"
0.316227766016838,7,"What are the practical implications of the claims for Antarctica?"
0.150755672288882,18,"What are the political reasons for a strong Euroscepticism in Britain?"
0,16,"What makes California a Democrat state?"
0.1625,6,"Has the British Monarch ever exercised their right to revoke land ""ownership"" rights for personal use?"
0.0753778361444409,9,"Did any countries precede Nepal in introducing a 3rd legal gender?"
0.626099033699941,2,"The ideal of representative democracy"
0,15,"Why is redistricting not an automated process?"
-0.111803398874989,3,"What is a ""councilmanic tax""?"
-0.0485071250072666,2,"What can be done to limit the power of trade unions without hurting the right of assembly?"
0.154919333848297,4,"What are the arguments against an EU style transaction tax on equity and derivative markets?"
0.258198889747161,16,"How was the US able to create a Department of Education at the Federal level?"
-0.0301511344577764,19,"Is there any possibility to have a democracy inherently discourage lobbying?"
0.144337567297406,12,"What are the advantages of a VAT over a normal sales tax?"
0,7,"What is the status of the proposed extension of passenger railroads in the US?"
0,3,"Are there any proposals for a significant electrification of US railroads?"
-0.115470053837925,13,"Why is proportional representation not considered in any of the US states?"
-0.21650635094611,9,"What is the debt ceiling and what happens if we reach it?"
0.144337567297406,11,"Are people more likely to seek out news sources they agree with?"
0.149240501448927,6,"If a governor or senator is chosen as a running mate (VP) to a president candidate, and that candidate loses, what happens?"
-0.237170824512628,6,"What is the magnitude of election fraud in the US?"
0.400891862868637,8,"Is the human rights group Amnesty International perceived as liberal in the United States?"
-0.0408248290463863,7,"Who are early critics of democracy?"
0.212132034355964,9,"Has sharia ever been introduced by democratic means?"
0.254558441227157,10,"Are there any truly EU-level political parties?"
0.317542648054294,20,"Does it cost $25 to obtain a ""free"" Voter ID in any state?"
0.1,3,"Did any political campaign in USA ever officially acknowledge practically using Nate Silver's model or numbers?"
-0.37442263245203,20,"Why has the United States not signed and ratified the International Criminal Court?"
0.144337567297406,3,"What interests do Haiti and the AU have in Haitian associate membership?"
0,4,"How often do elections occur on or near Yom Kippur?"
0.505181485540923,3,"Are internet petitions a practical way to accomplish grass roots political goals?"
0,2,"When are Russian federal elections held?"
0.120604537831105,12,"What level of autonomy do regions within the Russian Federation have?"
-0.391964747951093,1,"What is the purpose of the Anti-Counterfeiting Trade Agreement (ACTA)?"
0.0753778361444409,8,"What prevents the U.S Congress from adopting a capital budget?"
-0.275,8,"Does the US Policy allowing targeted assasination of Americans suspected of being terrorists violate the constitution?"
-0.25,2,"Why would a state reject federal funding for infrastructure?"
0,1,"In the US, are there any groups proposing unsubsidised infrastructure?"
0.346687622640768,5,"(Why) are policies aimed at sustainability often associated with progressive/left-wing politics?"
0,12,"What policies for ecological sustainability have been proposed by conservative or economically libertarian political groups?"
0.120604537831105,2,"List of appointed offices in the US at the state level"
0.361813613493316,4,"If a president does extra-constitutional things, what can be done?"
-0.282842712474619,4,"Where is the process for Presidential Impeachment codified?"
-0.21380899352994,2,"Is the senate required to pursue a trial if presented with articles of impeachment?"
0,3,"What policy does the party ""True Finns"" (Perussuomalaiset) propose w.r.t. wolves?"
-0.158113883008419,3,"Are any hunt sabotage groups active in the Nordic countries?"
0,7,"Do ""closed cities"" exist outside the former Soviet Union?"
0,-4,"What is the truthfullness of the film ""Revolution.com - USA: The Conquest of the East""?"
0,25,"Why does Kaliningrad belong to Russia?"
0.206559111797729,2,"Why is the phrase ""civil rights"" used with such a narrow meaning in the USA?"
0,4,"Do any diversity immigrant visas exist outside the USA?"
-0.25,11,"Are Minimum Wage laws correlated with higher poverty levels?"
0.240535117721182,5,"Have any studies shown that lowering standards for women have improved police/firefighter performance?"
0,5,"What is the difference between different non-vote strategies in Italy?"
-0.375930218806316,3,"For the average American, what would the consequences be if the USA defaulted on the national debt?"
0.0474341649025257,16,"Does any present legislation practice exile as a regular sentence?"
-0.306186217847897,1,"Is democratic centralism limited to Leninism?"
0,1,"Can Social Security in USA be funded outside of FICA taxes?"
-0.14142135623731,29,"What does European Union ""freedom of movement"" mean, and how much can individual countries restrict intra-EU immigration?"
0,9,"Do people who never paid FICA taxes get paid Social Security when they retire?"
0.375277674973257,2,"What was the legal justification for H.R.2419 (protection of social security)?"
-0.330804756899515,3,"Repaying high debt in a country, without get ruined, is it possible? Example?"
0,3,"Are there some patterns as to which judges in US are elected and which are appointed?"
0.0400891862868637,5,"Is there a difference between Sheriff and regular county level police officers in USA?"
0.371806401235912,2,"Do children that attend Head Start preschool programs perform significantly better than those who don't?"
0.160356745147455,1,"Is there any evaluation of the effectiveness of a Social impact bond type programs?"
-0.133630620956212,-3,"How many non-partisan (independent) legislature members in the USA compared to the USSR?"
-0.158113883008419,8,"12th Amendment and President and Vice Presidents from same states"
0,3,"Has there been a sustained period of conservatism in the US?"
0.158113883008419,-1,"Will the Sequester result in an increase in spending over 2012?"
-0.301511344577764,5,"Why is North Korean Air Koryo banned from the European Union?"
0.259807621135332,3,"Do parties support the mayor/city council candidates in a Canadian city?"
0.575113515365059,21,"What non-religious arguments, if any, are used against LGBT rights in general and marriage equality in particular?"
-0.0790569415042095,2,"What percentage of the 2013 budget does the sequester cuts represent?"
-0.188982236504614,11,"Where did all this deficit come from?"
-0.21650635094611,3,"What is the current impact of TARP (bank bailout) on US deficit?"
0,8,"What is the difference between EFTA and the EU?"
0,5,"What differences exist between the platforms of the Socialistische Partij and the Partij voor de Dieren?"
0.46475800154489,9,"Why is the Reformed Political Party Youth the largest political youth organisation in The Netherlands?"
0.2,3,"Reasoning & Benefits Behind the USSR Assisting China's Nuclear Program"
0,2,"What is this ""Other"" category of US federal spending and why is it so high compared to 2008?"
0.266666666666667,6,"Do people in USA need official permission to demonstrate?"
0.133630620956212,7,"What benefit does Ireland get for the tax policies that faciliate the ""Dutch Sandwich"""
-0.110940039245046,5,"Has the Library of Congress violated copyright by copying the entire Twitter database?"
0.167705098312484,2,"Is it allowed in the United States to advertise for a peaceful political meeting in social networks against the government?"
-0.267261241912424,3,"When was the last face to face meeting between Iran government and USA government?"
0.316227766016838,-1,"Does the US 2013 sequester affect politicians own salaries and benefits?"
-0.114707866935281,5,"If a bill was referred to a Committee, and died there, is there a way to tell what happened?"
0,15,"Given my list of convictions, which US party(ies) should I consider?"
0,22,"In the US, why do libertarians tend to side with the GOP rather than the DNC?"
0,2,"Why is the name of Kwame Nkrumah's ideology ""consciensism""?"
-0.0361813613493316,4,"How much is opposition to same sex marriage costing GOP electorally?"
-0.103125023043775,6,"Does non-religious opposition to feminism exist? If so, why?"
0.133630620956212,1,"If Supreme Court rules against Proposition 8 in CA, will that affect any other states?"
0,6,"What analogues exist for the Dutch Centraal Planbureau outside The Netherlands, if any?"
0,25,"What is the language of the Swiss national parliament?"
0.302371578407382,3,"How is censorship on the radio constitutional?"
-0.144337567297406,2,"How did the Senate filibuster rules apply to Sen Rand Paul's filibuster?"
-0.0577350269189626,2,"What are the political consequences of an official apology for a governement?"
0.110940039245046,1,"How is socialism in Latin America different from Bolviarian socialism led by Chavez?"
0.120604537831105,3,"Who can be nominated for Governor of the Federal Reserve system?"
0,19,"Is it true that the US president can execute anyone without a trial?"
-0.0385858504232973,10,"For the U.S. Christian Right, are Sunday store openings an issue?"
0.14142135623731,2,"Was Hugo Chavez's regime an actual ""Bolivarian"" revolution?"
-0.158113883008419,3,"What are the current international agreements on the Korean war?"
0.133333333333333,11,"Does Geneva Convention apply to countries which aren't signatories?"
-0.150755672288882,3,"What law compels countries to take prisoners who wish to surrender?"
-0.0832050294337844,3,"What law compels countries to take prisoners who are NOT trying to surrender?"
0,5,"What are the Siumut party's views on mining and how do they compare to other parties views?"
-0.434138768815036,9,"How much of the deficit would be reduced by increasing taxes on the top 1% to 1990s levels?"
0.102062072615966,17,"How come Gerrymandering is still legal?"
-0.301511344577764,7,"Is there any movement or pending legislation toward mitigating EULA issues?"
-0.723627226986633,2,"Is it common for anti-war groups to oppose nuclear power?"
-0.0645497224367903,4,"Does SCOTUS have jurisdiction over all federal cases, or must it go through ""normal channels?"""
-0.37442263245203,11,"Is open belief in the communism or atheism in Iran punishable by law?"
0,2,"Why doesn't the Shadow Chancellor give the UK budget response?"
-0.0790569415042095,5,"Why are there so many unscheduled/premature elections in Israel?"
0.110940039245046,7,"Where can I get world-wide statistics about discretionary income and similar indicators?"
-0.21650635094611,6,"Why would Cyprus be ""forced"" to leave the Eurozone if it defaults?"
0.103279555898864,3,"What is the business case for the general electorate in requiring hairdressers to be licensed?"
